gene,lfc,q
TOPORS,0.48359929,9.26E-07
ZNRF2,0.483612512,2.39E-05
EEF1AKMT3,0.483942345,0.018668975
SOCS4,0.484176782,0.000415454
HSPE1,0.48536667,0.00050172
HLA-E,0.485831364,0.028387851
COL11A1,0.486069743,0.006703498
MOB1B,0.486287312,0.000684885
SPTSSA,0.48668677,0.001368054
MIR100HG,0.487241674,0.000115123
DNAJB4,0.488177726,0.005179568
SLC25A30,0.48829212,9.81E-05
SIRT4,0.488631022,0.008513574
MPP6,0.489334841,0.004515365
ARHGEF26-AS1,0.489739424,0.009173455
POGLUT3,0.490042991,0.006623007
FBXO32,0.491626559,0.002271702
FGFR1OP2,0.491766757,0.000251878
PLXDC2,0.491809746,0.006740495
DEK,0.491842556,0.000139446
POU3F2,0.492000442,0.001871214
DKK1,0.492447114,0.048556051
SLC25A24,0.493554511,0.001461442
LRR1,0.494247328,0.008716069
IFRD1,0.494648733,0.000134759
TSPAN6,0.494694635,0.024014057
ASS1,0.494916066,0.020227703
RELA,0.495670112,0.010636137
CUBN,0.495699021,0.035908356
KCNG1,0.495883757,0.047840932
ZBTB1,0.496501834,2.02E-05
SERTAD3,0.496809403,0.011518753
CHPT1,0.497116135,7.49E-05
CALML4,0.497326592,0.029804153
H2AW,0.497982284,0.000189936
CXCL16,0.498256813,0.022665851
SAMHD1,0.499078683,0.000236151
SOX5,0.499468289,0.010036283
B2M,0.500620231,0.008409657
MALT1,0.501103248,0.000150469
FBXO5,0.501577018,0.000169406
SNRNP48,0.50201824,0.000150469
PDE4DIP,0.502233914,5.36E-05
SOGA3,0.502441168,0.00208162
SLC27A2,0.503559795,0.0322311
ZNF480,0.503917779,0.000761094
NR2F1,0.504033066,0.000100731
SNHG3,0.504656291,0.000141971
STOX1,0.505005909,0.010726423
GCHFR,0.505076976,0.00919425
MEIG1,0.505186138,0.019610279
SHPK,0.505456795,0.033962643
PCDHB7,0.505618998,0.006891725
KLF6,0.505746793,0.000365464
NMI,0.50652472,0.042017999
SLC6A4,0.508249152,0.02244094
JMJD6,0.508567698,0.000385873
DNA2,0.510335494,0.010830728
SLC2A12,0.510376293,0.009238215
SLC30A1,0.510386358,0.000426897
IL12A,0.510511731,0.029071696
RFX3,0.511699782,0.001786687
BCL2,0.511878324,0.000300432
SPATA41,0.512311153,0.001807687
CHST9,0.512447236,0.039829299
TIPARP,0.5127466,0.012540385
LMNTD2,0.513137727,0.049604131
MAML2,0.513828925,0.021124326
SERTAD1,0.515350793,0.035230501
HERC5,0.515459584,0.016684243
MYCT1,0.515514784,0.007752404
CHIC2,0.517205876,1.55E-07
TCEA3,0.517286074,0.003930638
PRKCH,0.517505414,0.027683259
ARHGAP31,0.517875725,0.024792313
LRMDA,0.519833478,0.045720429
AFF1,0.520605097,2.35E-05
ELP4,0.521488253,1.92E-05
PDGFRB,0.521724135,0.019417599
FRAT2,0.522216723,5.16E-05
RAB3IL1,0.522824809,0.014772026
RAB29,0.523230576,7.70E-05
ST6GALNAC3,0.523377457,0.001686136
VASN,0.523520814,0.048919201
TIAM2,0.52378687,0.002366036
ARL4A,0.523809931,0.001506368
PHLDA1,0.523813734,8.54E-06
RHOBTB3,0.523840354,0.033886335
ERG,0.524458104,0.017908577
HSPB2,0.524546913,0.012858092
TGIF2,0.524981643,0.009270511
RESF1,0.526079361,4.88E-06
SLC18B1,0.526724726,0.001356378
PRRX1,0.526908241,0.00617957
PPP4R2,0.526909023,2.05E-05
SP9,0.527451658,0.046857864
ADI1,0.527660039,0.000225376
BMPR1A,0.527813196,2.79E-05
TLR3,0.528972911,0.040464286
HFE,0.530339502,0.049793325
COL15A1,0.531633675,0.037155617
CASP6,0.531782381,0.006017498
HVCN1,0.532478783,0.024216289
COL5A1,0.532589953,0.028131689
RNF217,0.532655103,0.000378569
NXN,0.532986944,0.006516337
ARHGAP28,0.533287594,0.025391122
MET,0.533505859,0.025776244
FGD6,0.533634123,0.007746801
OSBPL11,0.533901988,0.001099673
NGF,0.534448376,0.025294518
TMEM47,0.534711303,0.017069073
FBXO8,0.534732686,1.44E-05
TMEM243,0.53562495,0.000415469
TMOD3,0.535901061,3.83E-05
SYNE2,0.536052865,0.007145222
BMI1,0.536432103,9.01E-05
RFLNB,0.536744992,0.001296899
PGM2,0.537011017,0.000147611
DIAPH3,0.537030585,0.042930466
LRP4,0.537122447,0.043185597
CCDC69,0.537799392,0.001731363
ADRB2,0.538199804,0.020135649
PRCP,0.539126962,0.000115228
RPS3A,0.539240191,0.000255789
TEKT1,0.539251045,0.035116143
SPAAR,0.539382458,0.039376832
DCAF4L1,0.539831361,0.018976753
MAP3K20,0.540433143,0.011420541
RREB1,0.541087842,0.02035515
ARHGAP5,0.541234859,0.000125422
ANXA5,0.541255362,0.003995521
TGFB1,0.541926081,0.044827102
ATP10D,0.543342425,0.000827658
COL27A1,0.544085354,0.012508992
STARD10,0.544653972,0.00181838
SOX1,0.544866548,0.000563642
RHOQ,0.544891496,1.34E-05
NAMPT,0.546332432,0.01029487
SNX7,0.546337242,0.000333746
CD55,0.546538882,0.025203062
RAB9A,0.54683446,7.06E-05
GYS2,0.546926179,0.035842478
CCNG1,0.547319281,9.95E-07
LINC00298,0.547395321,0.012577333
PON2,0.548121697,0.003848054
NOG,0.548257679,0.007808069
CEP152,0.548501203,0.002507982
LRIF1,0.54855999,1.29E-06
WNT3,0.549146891,0.008411222
PPP1CC,0.549610726,1.33E-11
PPP1R3B,0.550396281,0.026842341
S100A6,0.551693581,0.003410607
PARD3B,0.55267127,0.030474218
LVRN,0.553099218,0.019049449
CFB,0.553670555,0.016753631
IL15,0.554808826,0.037020439
ARHGDIB,0.554830341,0.008859561
PHACTR2,0.555380008,0.001138794
ACOX2,0.556086228,0.010677224
CDKN2C,0.556113083,0.003024663
ECHDC3,0.556220295,0.022990011
RNASET2,0.557508546,0.00727302
F2R,0.557801073,0.035856431
SASH1,0.55826374,0.002283434
RPL22L1,0.558602636,0.00180846
LIFR,0.558630074,0.00919425
UNG,0.558809028,0.000104672
NAGS,0.558836068,0.011816893
MME,0.559209244,0.027115173
RAB27A,0.559553869,0.010930165
MTHFD2L,0.559677101,1.24E-06
MTHFD2,0.559693716,0.031961946
STXBP4,0.560400998,0.001425229
PALMD,0.560921054,0.010292612
GATA2,0.560961018,0.008312254
ARHGAP29,0.561124523,0.012178128
FLT3LG,0.562182754,0.015803137
CASP8,0.562552632,0.007133966
CEBPB,0.56307148,0.016753631
SYTL1,0.563347522,0.01677241
HLX,0.563585775,0.006291711
ARHGEF19,0.563641765,0.018190859
FOSL2,0.563783453,0.027097931
TAGLN2,0.563788043,0.028359076
YES1,0.564104294,0.000684885
RFTN2,0.564220905,0.027748081
N4BP2,0.56441216,0.006261548
LOC105376805,0.564813609,0.018003465
BACH1,0.565042854,3.39E-05
FNDC3B,0.565346559,0.000111015
ASB3,0.566507247,0.00041137
DNASE2B,0.567060229,0.015881221
SLC9C2,0.568245906,0.030861182
GNG5,0.568396255,0.010207128
HERPUD1,0.568562402,5.83E-08
ACVRL1,0.569123956,0.024716197
ARHGAP6,0.569582343,0.007440841
CHSY1,0.569823855,0.00037047
SOX2,0.569843479,0.006572606
CDC6,0.570068522,0.00354033
ADGRV1,0.570584954,0.046174498
LEF1,0.571348512,0.001766564
SH2D4A,0.571595729,0.011397361
TOB1,0.57218143,0.006408967
OTULINL,0.572508856,0.000733538
TGFB2,0.572714866,0.016052088
PYURF,0.573103211,0.026543079
LAPTM4A,0.573304725,6.90E-06
BST1,0.573872056,0.016433809
FAS,0.574382183,0.049739792
SESN1,0.574919137,8.07E-09
POGLUT2,0.575060247,6.69E-06
PIK3R5,0.575318937,0.045283549
LAMB2,0.57561098,0.011541881
GABRG1,0.575616403,0.014728791
PHYHD1,0.575912581,0.037405111
FOXO1,0.57623436,0.012699523
SEMA3F,0.57673782,0.0395044
SARNP,0.578278932,0.000342202
SLC16A4,0.578753207,0.003465679
LPL,0.578886816,0.033087317
BTG2,0.579005522,0.026341524
TRPS1,0.579040726,0.004145107
AKR1C3,0.579317434,0.011992722
DRAM1,0.579392695,0.00029129
IFNGR1,0.579755415,3.74E-05
C17orf67,0.580796857,0.000201453
ELOVL7,0.581183284,0.005972397
TNFRSF1A,0.582260694,0.037340749
TRAM1,0.582281903,5.80E-05
KCNN3,0.58245326,0.013621663
MEX3A,0.583160169,0.020056936
ARID5A,0.583275121,0.006428452
ANO6,0.583436608,0.01287781
AHCYL2,0.58394829,0.00041663
ATF1,0.583955004,1.78E-05
SLC1A3,0.584886832,0.030548786
C2orf66,0.585218202,0.042887029
CASS4,0.585418067,0.026032986
NME1-NME2,0.585519626,0.007432495
SPARC,0.585998059,0.012155682
ITPR2,0.586017743,0.005717166
RNF144B,0.586716981,0.000472657
STARD8,0.587373617,0.011397361
H2BC20P,0.588484296,0.015925634
ABCB1,0.588521929,0.001537875
ALDH1A2,0.58852248,0.014134013
RGCC,0.589346559,0.033917477
JAM2,0.589515672,0.001102115
TCIRG1,0.589789251,0.015493216
RPL36A,0.589795414,0.001770821
GLIS3,0.590302545,0.015352959
ZNF217,0.591838181,0.015288969
MSTN,0.592145469,0.000851359
RBPMS2,0.592899377,0.039285217
METTL7A,0.593095999,0.007865939
NANOS1,0.593599813,0.000502187
HYAL2,0.595497339,0.002803199
STK17B,0.596396519,0.016125236
CDC42BPG,0.596875661,0.039502199
DIO3OS,0.59695941,0.01632412
EMILIN2,0.597594254,0.008810624
TPT1,0.59886706,4.71E-06
FOXD4,0.599063918,0.01104553
KBTBD11-OT1,0.599644206,0.010379944
BDH2,0.599819146,0.002233477
EMCN,0.599847931,0.006200616
PAPSS2,0.599862957,0.001150501
GCNA,0.599901758,0.00233276
GNA13,0.600036818,0.000708286
ADORA2B,0.600581819,0.02991115
GYPA,0.600604122,0.028298931
GIMAP6,0.600766983,0.003053567
MECOM,0.60096122,0.011815205
PIK3R2,0.601339912,0.0080149
PLAUR,0.601505144,0.04175839
SMIM3,0.601662958,0.001395157
RGS2,0.602380922,0.000889758
CKS2,0.602631363,0.010677324
LINC01356,0.603153537,0.007983332
VCAN,0.603945627,0.003517161
PRX,0.604547513,0.011139698
RPS15A,0.605061702,1.05E-05
FSTL1,0.605348258,0.009745336
TDRD10,0.605613522,0.02450744
GIMAP4,0.606483696,0.001327284
DLEU1,0.606487799,6.79E-05
CPQ,0.607220626,0.001954596
THAP2,0.607369093,0.000122106
LAMA2,0.607574554,2.19E-05
ZNF433-AS1,0.608607809,0.00047441
PTPN13,0.609144277,0.000560382
SPINT1,0.610451817,0.017580208
FABP7,0.610819934,0.002777651
HLA-DPB1,0.611452421,0.030464043
IFI16,0.611483306,0.009638635
KCTD12,0.612948102,0.000931774
NFATC4,0.613060765,0.007578937
MAN1A1,0.613394832,0.024022027
RBM48,0.61405382,2.55E-05
CFAP300,0.615272113,0.016359045
BAMBI,0.615654664,0.01496832
GNG12,0.615979286,0.006974238
ADAM12,0.61654915,0.027926956
ITGB8,0.617729224,0.005935064
LINC02696,0.618214226,0.017381719
TNFRSF10A,0.618540143,0.037071892
GRTP1,0.618540756,0.009077407
CAV2,0.619226321,0.00168138
TMEM45B,0.619461156,0.003059351
ZC3H12A,0.62028782,0.040248386
JUNB,0.621118414,0.047564109
GSDMD,0.621370856,0.008393244
CGAS,0.621770994,0.003116658
ANAPC16,0.621973783,1.61E-07
PLGLB1,0.622078066,0.007845053
RAB32,0.623156343,0.00265734
CAPN2,0.624120403,5.30E-05
LINC02060,0.62413675,0.000560382
PPP1R1C,0.624222336,0.009220511
SNX31,0.62444148,0.040799925
PSMB8-AS1,0.625266179,0.001599769
AOAH,0.62561772,0.01686138
SIX4,0.625854699,0.003165714
NBEAL1,0.625877057,0.03783476
EYS,0.625924635,0.001735395
INPP5D,0.626529956,0.002507982
TMIGD2,0.627240277,0.033087317
ITPRIPL1,0.627517188,0.024495427
CREM,0.627657214,4.96E-05
IKZF2,0.628628189,0.027683692
NOSTRIN,0.62884293,0.003127453
LYRM4-AS1,0.631524867,0.037884064
FOXF2,0.633187725,0.000129624
PLSCR1,0.63380485,0.030936099
IQUB,0.634824856,0.016161499
CKLF,0.636545078,0.000604868
PRSS35,0.63723004,0.026592063
NOTCH2,0.637257503,0.019207655
NOX1,0.637493532,0.007734126
ZIC4,0.63809583,0.015875724
MRAS,0.638255938,3.00E-07
RPP38-DT,0.639844993,0.000816172
MYO1F,0.639962002,0.019290535
TGIF1,0.640014269,0.031248885
SPESP1,0.64025721,0.017216386
MAP7D3,0.640692949,0.005574535
CD53,0.641433021,0.001282553
HLA-DPA1,0.642098577,0.0427673
LRRC69,0.642141237,0.023736227
SLC2A5,0.643067539,0.044254679
LHX2,0.643411073,0.01245931
JAG1,0.643620187,0.010255957
TMX1,0.644035802,6.81E-05
PIMREG,0.644261441,0.044827102
VASP,0.644516673,0.000919935
GIMAP5,0.645691949,0.004025579
RASGRP4,0.647020383,0.036464632
HEBP2,0.647298457,0.000347453
PXDC1,0.647422294,0.007271476
BICC1,0.648148197,0.000818797
IGFBP6,0.648363446,0.00672832
HSPA1B,0.649995285,0.038661458
LINC01134,0.650494453,0.04298553
IRF1,0.650502121,0.004543851
MAMDC2,0.650604357,0.001557577
FZD9,0.651070251,0.001480927
FLI1,0.652671201,0.000534479
GBP3,0.652900451,0.026511197
BAIAP2L1,0.653889821,0.001356378
PRSS23,0.654044162,0.00091211
FLT1,0.654740788,0.005671975
BTK,0.654837569,0.018998831
LINC01411,0.655523418,0.014728791
LOC105371899,0.65559523,0.041995716
ARPC1B,0.656597806,0.001879435
PGF,0.657146092,0.030406158
TLDC2,0.657926785,0.008460365
RASA4,0.660189963,7.61E-05
DOCK8,0.660202437,0.022095061
AQP4,0.660680952,0.028630148
GPR83,0.660761676,0.01677241
GAS1RR,0.66112392,0.021159911
PDZK1,0.661512823,7.39E-05
PTAR1,0.66162272,0.000275099
LPAR6,0.662088337,0.005448196
GUCY2D,0.662127121,0.015394936
CALD1,0.662832702,0.002147448
FGF2,0.664058872,0.018009465
ANKRD37,0.664641268,6.36E-05
APOBEC3C,0.665494386,0.014733293
TCEAL9,0.66588923,2.07E-07
CYP3A4,0.666173053,0.008573908
CYBA,0.666491632,0.032460267
SQOR,0.666701236,0.009802868
GALM,0.66749211,0.000827866
NFKBIZ,0.667523698,0.00433246
OLFM4,0.667547344,0.012570027
KYNU,0.66777368,0.023304711
PAWR,0.668231015,0.003798261
FKBP7,0.668366239,5.16E-05
LIPC,0.668672515,0.011581067
PNP,0.668901412,0.004614856
TAL1,0.668965997,0.001684806
BLNK,0.670448007,0.015673877
SLC7A7,0.670485121,0.009622165
SLC6A12,0.671901939,7.81E-05
TRIM38,0.673226461,0.004960257
MKLN1,0.673265348,0.001021541
FAM177B,0.675042722,0.03866146
LY86,0.675207902,0.039244953
BCL6,0.675678246,0.004488841
LIN9,0.675735156,2.82E-07
IL13RA1,0.676179874,0.005053573
DHRS3,0.677126779,0.002594357
SPACA6P-AS,0.677339879,0.007131499
CPAMD8,0.677370794,0.047736133
PLEK,0.678456036,0.011433458
RAB13,0.679481452,0.002674137
EVC2,0.681254679,0.024278842
SPR,0.681757218,0.000399239
ENPP1,0.682341058,0.002263808
LRRC32,0.68256661,0.032517503
CMTM6,0.682678899,6.38E-06
PLEKHF2,0.683316791,1.29E-06
FZD1,0.683368375,0.000169406
NDUFA4L2,0.683588145,0.006285794
PLSCR4,0.6839069,0.009869326
CD37,0.684014362,0.035653342
PRKD3,0.684031283,2.36E-06
ELF1,0.684260235,0.000909839
SNHG19,0.685125836,0.002730022
PTGES,0.686163294,0.001826447
GPR55,0.686684598,0.019963055
STOM,0.686971009,0.004510403
H2AC6,0.687825644,0.032852899
SLC7A11,0.68792754,0.012548912
LINC00324,0.689934596,0.000216673
MYH7,0.690237223,0.002801593
ITPRIP,0.692319076,0.008020677
PARVG,0.693840117,0.026427938
RARRES2,0.693904882,0.002389713
PROSER2,0.696935774,0.001577281
MICB,0.697257192,0.003034706
CEP112,0.697378875,3.29E-06
EYA2,0.697539515,0.00821255
DOCK2,0.697632675,0.030498832
LAPTM5,0.697809156,0.031287226
CD4,0.698166926,0.00458024
TDRD1,0.698572108,0.022064863
GMFG,0.698970946,0.000672119
EMX2,0.700193981,0.011444204
DDX3Y,0.700551329,2.01E-08
COPZ2,0.701072293,0.002329088
SLC15A2,0.701510612,0.000987037
TPD52L1,0.702185806,0.002939605
APOBEC3D,0.703484482,0.015814718
CAV1,0.704259857,0.022632111
CASP7,0.706275076,0.00090849
TRAF3IP3,0.706625133,0.006460743
PRLR,0.707593792,0.021490852
SAMD9,0.707785972,0.000156694
MYBPC1,0.708371905,0.001869578
APCDD1,0.708623226,0.001543862
PNRC1,0.709813638,5.57E-10
OXTR,0.710296015,0.037662008
LINC01819,0.71122984,0.027235388
MS4A14,0.712924496,0.037457892
CCNA2,0.713900707,0.001824984
RBMS3,0.714305415,6.24E-05
GPC4,0.714537229,0.000160206
PLOD2,0.714557233,5.92E-05
ARMC3,0.71465411,0.00025849
ATP6V0E1,0.715025167,0.000166482
RASSF8,0.71568316,6.50E-06
GAREM2,0.717143847,0.002941234
C1R,0.718743674,0.033165744
IKBIP,0.718842411,5.58E-05
ATP11C,0.71979211,0.000659442
CLIC2,0.719979063,3.45E-06
NAALADL1,0.722596499,0.003830224
C5AR2,0.722865686,0.007982821
C1S,0.723061659,0.009476933
APOD,0.723838319,0.005524635
CCL5,0.724626535,0.045599913
HES7,0.725564097,0.018012861
PDGFRL,0.72577583,0.00081211
IGSF6,0.726159052,0.009483017
EFNA4,0.726872165,0.008716069
DAB2,0.727150991,0.001996891
EZR,0.72731358,0.001315862
CHEK2,0.727832357,0.000590275
HHEX,0.728742827,0.001483422
SLC4A11,0.72948312,0.001375199
PI15,0.730008615,0.03125709
SLC16A1,0.730250885,0.002680516
F5,0.731046488,0.007280337
FCGRT,0.731157403,0.001309294
FBLN5,0.731253613,0.001763358
ACSM1,0.732203401,0.04124937
CNN2,0.73270347,0.031599532
TNFRSF1B,0.733518562,0.014386013
S1PR4,0.735679884,0.014771009
GRAMD1C,0.736197676,0.002404625
GPR160,0.736208661,0.001871214
PODN,0.736300874,0.004798788
SLC25A21,0.736305539,0.024379409
CHORDC1,0.73652057,2.91E-06
DSC2,0.738659923,0.003121382
LOC101927314,0.738707396,0.0001783
C3orf52,0.739017676,0.006053665
LAIR1,0.739824334,0.039817187
CFD,0.740139116,0.003930638
PDYN,0.74077163,0.007716711
AQP9,0.741084636,0.00690044
CALHM6,0.741948244,0.003148519
MERTK,0.743400526,0.00313439
RCN1,0.744391205,0.000104875
APOLD1,0.745257343,0.032810418
CTSC,0.745358127,0.000689992
KDELR3,0.74551966,4.38E-06
LINC02611,0.746681519,0.011056683
FGL1,0.74730085,0.013520747
BTG1,0.747653229,1.62E-06
FMO3,0.7477765,0.020032403
PMF1-BGLAP,0.748166613,0.000591345
PTPN22,0.748841665,0.001883819
TRIM5,0.749857038,0.000687704
HMGN5,0.749919633,3.00E-07
RCC1,0.750115413,1.07E-05
MMP14,0.750325312,0.034648586
CALHM5,0.751284634,0.008465862
TLR4,0.751698936,0.002589561
NEUROD1,0.751741249,0.019162684
MKLN1-AS,0.751829559,1.43E-09
CDC14A,0.752136595,0.003146339
EPS8,0.752469192,7.99E-05
SERPING1,0.752715645,0.004473603
A4GALT,0.752889234,0.01729334
SIGLEC8,0.754318525,0.043211725
NWD1,0.755016844,0.017792868
DNAJB1,0.75648626,3.74E-05
DDR2,0.756754609,0.000742684
STAP1,0.757030305,0.041753415
MYOF,0.759014948,0.010204153
PIK3AP1,0.760982035,0.025667729
MYC,0.761264874,0.001300832
SDC2,0.761900368,0.000470535
SEMA3D,0.763893568,0.009570261
RFLNA,0.764084941,0.001240804
PYCARD,0.767115428,0.004411118
GIMAP2,0.767348772,0.000429357
CCDC102A,0.76759787,0.001869578
FAM89A,0.76829451,0.000214025
SNAI2,0.768441413,0.003465679
GRAMD2B,0.769081925,0.000689992
CARD16,0.769789847,0.006516337
FAM43A,0.770277014,1.65E-07
CSF1R,0.772408651,0.018096403
SLC43A3,0.773036127,0.000364168
LY75,0.77527919,0.001375199
GPER1,0.775308923,8.17E-05
TDRD9,0.775934571,0.00500741
NOS3,0.776277774,0.009713714
LINC01361,0.776785817,0.008804923
FXYD3,0.777152038,0.013498246
C5orf58,0.778111109,0.03173124
MSLN,0.778445223,0.047193438
VAMP5,0.77915594,0.001524424
HK2,0.779878729,0.009895608
EGFR,0.780195227,0.000512132
TGFBR2,0.781079579,0.000243667
ZIC2,0.782105909,0.045004666
CD84,0.782121966,0.016393035
C2,0.782186812,0.001377925
CD34,0.782348952,0.000159467
SLC23A3,0.782776587,0.015814718
MGARP,0.782794035,0.000124968
COX6B2,0.782829309,0.036000933
CYTL1,0.783560137,0.026862902
GNG11,0.784052113,0.000169627
IKZF1,0.784718421,0.014745882
ATP8B4,0.785411388,4.98E-05
HPR,0.786667597,0.021305472
ADGRG6,0.788438566,0.010783116
CYP39A1,0.788661323,0.000794319
IFITM1,0.789358467,0.01538663
LILRA6,0.789515229,0.034909717
PSTPIP2,0.7896124,0.002228297
PROS1,0.791568587,0.000102511
S1PR3,0.792091474,0.003334844
HMGA2-AS1,0.792293514,0.040238895
RAMP2-AS1,0.79457537,0.000657993
ARHGEF5,0.795068164,0.018598914
ABCC4,0.7956851,0.000905946
LATS2,0.797025302,0.000950884
MRC2,0.798834798,0.008100265
ATOH8,0.800124811,0.007973891
CH25H,0.800144501,0.046983079
SEMA3C,0.800511976,0.001632106
LILRB3,0.800524194,0.038932239
GPSM3,0.801228328,0.002035299
SFRP2,0.802185472,0.013519422
GMPR,0.803128659,0.012467498
CSAG1,0.803256419,0.003700527
P4HA1,0.804030121,6.79E-06
SLC16A9,0.805870273,0.010264343
TP53I3,0.806282789,7.44E-06
PYGL,0.80926311,0.001244176
LSMEM1,0.810053417,0.000130409
TM4SF18,0.814354851,2.71E-05
HCLS1,0.814845355,0.019065809
MNDA,0.815756443,0.008853488
CCDC160,0.815995447,6.61E-06
PECAM1,0.817486642,0.001983937
KLF15,0.818298335,0.002930011
LINC02381,0.819077613,0.01205279
CYBRD1,0.819797436,0.00081827
TUBB6,0.820482948,0.006559037
WDR49,0.821481224,0.012577333
HIF3A,0.821507408,0.019449187
GNRH1,0.821683092,2.35E-05
CCDC168,0.82360392,0.013139178
LHFPL2,0.823923954,1.13E-06
MDFI,0.824711671,0.003240164
CYBB,0.827592176,0.015241938
SECTM1,0.828735667,0.030104325
TSPAN19,0.830392101,0.002987659
PARD3,0.832172797,0.000566387
TSPAN18,0.832187288,0.002605856
ARHGAP10,0.83220386,0.00041663
MILR1,0.832280173,0.008211292
LINC02393,0.83258912,0.025218071
CELSR1,0.833370108,0.005972397
METTL7B,0.834745766,0.00394625
MPIG6B,0.835180097,0.036395032
BAG3,0.835196234,0.019611506
HGF,0.835684602,0.020152965
SLA,0.836340585,0.000478794
ITGA1,0.836628302,0.002245326
HCST,0.836891225,0.008802628
SH2D3A,0.837217022,0.035375837
ABI3BP,0.839302736,0.046294339
CD68,0.840719009,0.010886609
MAF,0.841981247,1.39E-08
SLC25A48,0.842270311,0.001807687
TSC22D3,0.842306255,1.13E-07
TINAGL1,0.842499773,0.00423712
GPR65,0.843904203,0.026616579
H2BC11,0.844197572,0.037249422
ABCA1,0.844585932,0.00041137
LINC01907,0.846242156,0.030455479
SLC52A3,0.84673439,0.014728791
IL1R1,0.848464879,0.029904434
APOL1,0.848773973,0.000190435
MYL12A,0.849082551,3.28E-06
LINC01484,0.849748338,0.039624467
ADGRL4,0.850141529,5.16E-05
SP100,0.850175681,8.80E-05
CXCL5,0.850192649,0.005321474
TFAP2C,0.850545524,0.006419395
FOXF1,0.8509653,0.001168388
ENPP6,0.851548345,0.008814458
CA9,0.851822135,0.013316294
HILPDA,0.852479006,0.009657003
NPNT,0.853177498,0.007439846
CTSK,0.854804846,4.14E-06
GMNN,0.855621724,3.33E-06
C8orf88,0.856190939,0.000824187
CARD6,0.858677888,0.000122106
LTBP2,0.859429688,0.000446076
ADAMTS2,0.859921635,7.75E-05
SLFN12,0.860448189,0.001983158
HLA-DRB1,0.860775291,0.008049433
CD58,0.860794967,3.69E-05
EBF2,0.861079813,0.006999552
HSPB1,0.862535312,0.010286418
LINC02714,0.862733523,0.02563756
P2RY14,0.864650179,0.001162242
ANGPT1,0.865601897,0.02270968
DSE,0.866006852,2.05E-06
TEC,0.86605823,0.002994262
ICAM2,0.866622601,0.000458247
NEXN,0.866844216,2.39E-05
ANTXR2,0.867086599,2.64E-05
ARHGAP15,0.868285736,0.000295071
TEX15,0.870291665,0.001423626
AHNAK,0.87037455,0.001223914
PCED1B-AS1,0.872470072,0.00821889
TENT5A,0.872869221,0.000498929
SERPINH1,0.87319501,0.003249969
OTOS,0.875178375,0.016921478
TYROBP,0.876655414,0.006644972
MLKL,0.877125916,0.003943268
COL8A2,0.878152203,0.037457493
TMEM45A,0.878154538,0.002042565
BIRC3,0.87818713,9.35E-05
FAM91A1,0.878614089,4.44E-07
KLF2,0.880000397,0.004922697
CYYR1,0.880612157,1.40E-05
PRKX,0.880915415,0.002541541
TLR1,0.881742539,0.008094164
CDA,0.883699353,0.008393244
OLFML3,0.885518446,0.001416641
H2BC18,0.886680162,0.031429787
TMED7-TICAM2,0.886980939,0.035576831
CCN2,0.887369578,0.002233477
ZIC5,0.888066805,0.010284774
H2AC11,0.888754354,0.036112759
SRARP,0.890040576,6.54E-05
GJA1,0.890427632,0.001778585
PIRT,0.89227611,0.021490852
NEDD4,0.892807128,5.02E-06
CD180,0.892909075,0.028006277
EPHA2,0.894155534,0.000896855
TBXAS1,0.894659013,0.002960852
CSF2RA,0.895481434,0.002308349
STX11,0.896365442,0.013644806
GAL,0.900056988,0.009574437
RGS10,0.902064525,0.000909839
CEACAM21,0.902308472,0.01558369
SMTN,0.902550138,0.002245326
GRB14,0.90299194,0.000146809
HES1,0.903040944,0.000689992
CFI,0.904267025,0.008285902
DDIT4L,0.905009113,0.003748913
LILRB2,0.906135965,0.018425227
AJUBA,0.907938033,0.001282586
TLR6,0.909835342,0.006247529
ADAM33,0.910363724,5.06E-05
MRPS6,0.912617181,9.37E-09
CD96,0.914652568,0.040737999
NCF4,0.915761585,0.003489266
ISYNA1,0.915905773,1.42E-07
TBX3,0.916900243,0.000294191
IGFBP3,0.919266637,0.001959852
MAP3K8,0.919921483,6.92E-05
ZFP36L2,0.92131929,5.66E-05
NR2F2,0.921888052,0.00012076
ALDOB,0.922554996,2.02E-05
HS3ST3A1,0.923492991,0.035230501
PEAR1,0.924093494,2.71E-05
ARG1,0.926140178,0.000205485
ACKR4,0.926189779,0.02420821
WWTR1,0.928191946,8.54E-05
FCER1G,0.929555376,0.014378149
CAV3,0.930734814,0.046225759
IGFBP5,0.931107561,0.001709218
DNAAF3,0.931870312,0.001630689
BTNL8,0.931919696,0.042444069
PLAAT2,0.933883757,0.016433809
SMAD6,0.93499359,0.001433172
VENTX,0.935162835,0.027277917
YBX3,0.936111669,0.014564792
HIGD1B,0.936121301,8.17E-05
CPED1,0.936243917,0.023926562
NUPR1,0.93632251,0.00841252
IL7R,0.93898834,0.016493122
SPINK2,0.939443023,0.028131689
LINC02470,0.941149255,0.02991115
TIMP1,0.941683831,0.014759131
CASP1,0.943456124,0.000262353
LOC105374438,0.944156834,0.040799925
CCN3,0.945417535,0.00234609
INSC,0.947010675,0.003666071
WEE1,0.947235623,0.00181838
ADAMTS12,0.947496528,0.01560002
SMLR1,0.948004278,0.023963063
EDN1,0.949419761,0.000498621
HPGDS,0.951491948,0.007389226
LRRC25,0.952847731,0.024716197
USP53,0.953241674,2.33E-08
