gene,lfc,q
ZFP69B,-0.639717591,3.14E-04
DOP1A,-0.639299503,4.97E-08
CCDC87,-0.639219069,0.00891187
ABCD2,-0.639120235,0.003183201
ZNF138,-0.638832757,1.04E-05
AKAP11,-0.638683246,9.86E-06
PRKCE,-0.638673858,7.72E-04
SYNJ1,-0.638492708,8.33E-05
FFAR4,-0.637990263,0.00867689
GPR45,-0.637875555,2.51E-02
ZNF697,-0.637292612,1.95E-03
STUM,-0.637167421,3.33E-03
PCDH8,-0.636425616,0.044671348
ZNF596,-0.636417914,1.07E-05
DNAH5,-0.636151977,0.011029638
CD200R1,-0.635675595,0.004643735
SAMD12,-0.635291482,1.54E-05
KCNIP4,-0.634941553,0.001837263
QRFPR,-0.634504178,0.024399081
TMEM151B,-0.634390336,0.013580609
LINC02774,-0.634313253,0.005032757
ATP2B2,-0.63400596,0.002429086
HCRTR2,-0.633830106,2.28E-02
LINC01140,-0.633748508,2.83E-03
SCN5A,-0.633161501,0.004463648
CCDC158,-0.633036593,0.002006637
CAMKK2,-0.63291476,0.000466176
KCNJ3,-0.632807138,0.00277266
MYO5A,-0.632670727,4.37E-05
CCDC184,-0.632637321,0.005596699
NETO2,-0.632390332,4.70E-04
SAMD13,-0.631939576,0.000143226
NELL2,-0.63158132,0.011515643
SCOC,-0.630855569,7.73E-05
ESR1,-0.630193295,0.005248214
SPTSSB,-0.630176687,0.006158555
RYR2,-0.629980966,3.54E-05
TLL1,-0.629817672,0.003210595
PLCXD3,-0.629768,0.001095763
ATRNL1,-0.629274214,0.00808929
WNT8A,-0.629186922,0.037654236
LDHAL6A,-0.629153033,0.028168312
SLC25A40,-0.628126026,5.18E-05
VSIG8,-0.62809397,0.033537486
C5orf34,-0.627968917,5.34E-05
MBTPS2,-0.627532937,1.28E-06
GDAP1,-0.627466295,5.94E-05
SUSD1,-0.627428469,3.59E-03
FAXC,-0.627382396,0.001208775
FMN1,-0.627264298,5.02E-03
SCAI,-0.627180611,0.000206208
H1-7,-0.625500901,0.01923223
NAPB,-0.625397715,0.001787542
BDP1,-0.625394973,1.62E-05
SUCLA2,-0.625299579,5.74E-05
ADCY1,-0.625175496,0.003509554
BHLHE22,-0.62467177,0.009247337
PCDHA2,-0.624517282,0.012093721
PPP3CB,-0.624153853,4.13E-04
C2orf50,-0.623953914,7.85E-03
MYSM1,-0.62344035,3.60E-06
LOC100506271,-0.622467512,4.85E-02
CCDC169,-0.622119666,0.003554478
STAMBPL1,-0.621842861,0.000125085
SLC7A14,-0.621731076,2.81E-05
ZWILCH,-0.621420824,7.37E-05
RIIAD1,-0.621252543,0.000500289
SYT11,-0.621170441,9.22E-06
SGIP1,-0.62111009,5.80E-06
ARL4C,-0.62094846,0.001509167
LOC100506411,-0.620413346,0.001381563
ACTR2,-0.619979457,6.22E-06
ARC,-0.619785954,4.66E-02
SLC38A1,-0.619643442,2.94E-05
KIF3A,-0.619559623,2.19E-05
SPAG6,-0.619404813,0.004883832
LINC02021,-0.619312841,1.54E-02
TMEM65,-0.61913274,0.000299755
PLXNC1,-0.618832839,0.000137061
GRIA4,-0.618828771,0.000140021
ARMCX5,-0.618306944,1.46E-05
KIRREL2,-0.618246762,3.05E-04
NSF,-0.618171851,0.003540873
ST6GALNAC5,-0.61812555,0.025415157
HSPB3,-0.618051204,0.020765733
CHRNB2,-0.61789927,0.008617279
RNF165,-0.617408813,1.42E-03
DPP10,-0.617400006,0.001995991
ARHGAP36,-0.617249939,0.009299489
GREM2,-0.617106877,0.010608624
LNX1,-0.616964391,0.003262275
PCYOX1L,-0.616769255,5.57E-05
SV2C,-0.616712754,0.048844647
SLC1A6,-0.616633825,1.63E-02
NSG2,-0.616510539,0.002592784
UNC79,-0.616367979,2.32E-05
CDH13,-0.616289468,0.010440224
EFCAB10,-0.616006971,1.23E-04
BEX5,-0.61573276,5.76E-03
NDFIP2,-0.615379376,1.81E-04
TM6SF1,-0.615345135,0.002825381
SEMA3G,-0.614925852,0.023814869
TPBG,-0.613255245,0.009041719
HECTD2,-0.613217765,4.45E-05
FSIP1,-0.613214845,1.50E-03
KIAA1586,-0.612971537,5.13E-05
MAP9,-0.61260286,0.00113927
SLC6A17,-0.612031695,0.012027206
CLVS1,-0.611880652,0.002617125
PPM1L,-0.611295687,7.59E-05
KCNC2,-0.611258733,0.033517157
NSG1,-0.611172417,0.007531196
MACROD2,-0.610791844,0.000380665
ZC2HC1A,-0.610579615,0.000358306
ONECUT2,-0.610332607,0.024125799
CHRM3,-0.609609798,0.024831771
BMPER,-0.609526093,0.000699506
C1orf220,-0.608576281,0.013834047
BFSP1,-0.608232938,1.76E-04
TRMT9B,-0.608204649,0.000123796
POMK,-0.607499658,0.006745162
KCNA1,-0.607480613,0.008142123
HDAC9,-0.606778616,9.66E-05
RGS7,-0.606748755,0.001212727
ANK3,-0.606689776,7.51E-06
CNR1,-0.606376219,0.010015523
PRSS16,-0.605990698,0.014660063
LINC02418,-0.605697759,1.93E-02
SLC10A4,-0.605600253,0.008692557
EFCAB6,-0.605213256,0.000107056
ANKRD34B,-0.604853883,0.012076047
TENM3,-0.604712856,0.000633475
ADAM22,-0.604544672,6.29E-05
PRMT8,-0.604196923,0.012594918
TRIM58,-0.604173327,4.18E-02
CHRNA7,-0.603628204,0.018024267
SCLT1,-0.60343853,8.98E-08
KCNK1,-0.603225751,3.04E-04
VSNL1,-0.602982968,0.007861204
FAM102B,-0.602164402,1.05E-03
CYP2A7,-0.602055308,0.049238435
PTPN4,-0.601630083,7.75E-05
ATP2B1,-0.601604288,0.001508062
KCNQ2,-0.601351676,0.010623869
UBLCP1,-0.601169701,3.45E-05
MAEL,-0.601109392,0.002201983
FGF13,-0.600848063,0.007966708
KITLG,-0.600072651,6.35E-03
TRAPPC6B,-0.599791022,4.20E-05
TUSC3,-0.599709573,2.32E-03
PPP1R14C,-0.599281206,0.003508469
CCDC177,-0.599202696,0.008762218
SORCS3,-0.59916271,0.000387148
C2orf73,-0.598803871,0.013937693
PHF7,-0.59875977,6.63E-05
TINAG,-0.59856541,3.98E-02
ENC1,-0.598452637,0.030293955
FAM3C,-0.597763328,0.00249752
MYO3B,-0.59731152,0.017670228
NME5,-0.596872971,0.002534409
CYRIA,-0.596427184,1.15E-03
BBS7,-0.596272104,5.28E-05
SLC8A1,-0.595919101,0.001178851
GREB1L,-0.594992292,0.009173744
GRIK1,-0.594294701,0.001812763
AK7,-0.593966899,0.000327339
NDFIP1,-0.593954494,0.000113101
HSF2BP,-0.59333929,0.004432407
ZNF699,-0.593260822,1.72E-02
TCTEX1D1,-0.592855419,0.012027591
KMO,-0.592608092,0.009207601
CSRNP3,-0.592482149,0.001141047
NECTIN3,-0.5923141,0.000638575
RPGRIP1L,-0.591574477,7.20E-05
ERC2,-0.591449585,0.002346743
NRXN1,-0.591354668,0.003714994
MDH1,-0.590844162,0.001054815
TRANK1,-0.590474162,0.005568408
NUAK1,-0.590473327,2.06E-04
SDAD1,-0.590204682,5.41E-05
SLC9A7,-0.590173861,0.002986445
RFK,-0.589909629,0.002296234
PAPPA,-0.58940614,1.96E-02
DCAF16,-0.589228918,5.85E-06
LZTFL1,-0.589121228,0.000597069
RGS17,-0.588886853,0.000591535
CRPPA,-0.588670719,0.000492886
TRPC1,-0.588291085,1.91E-06
ACADSB,-0.58806992,6.87E-07
TAFA1,-0.587069455,3.82E-02
LRRC40,-0.586382555,3.35E-05
STAU2,-0.58635979,0.000124981
KLF8,-0.585883816,0.004452039
VSTM2A,-0.585422296,4.51E-02
ACSL4,-0.585381875,3.09E-05
LINC01547,-0.585358752,0.000788351
ALG10,-0.584697993,0.001311575
MFSD9,-0.584612561,1.82E-03
ACSM4,-0.584361038,1.94E-02
FNDC5,-0.583443543,0.002931224
SERTAD4,-0.583441159,5.34E-05
CD200,-0.583144884,6.34E-05
STMN2,-0.582527698,0.010285077
MARCHF10,-0.58250878,1.41E-02
SAMD15,-0.582216721,0.007329693
MIR137HG,-0.582156026,0.020158796
ASAH2B,-0.582038273,0.002979334
ATOH7,-0.581590671,0.010344671
STARD5,-0.581229672,0.013577663
HMG20A,-0.581189238,0.000103354
MIMT1,-0.581141329,1.24E-02
XK,-0.581004223,2.06E-03
UBXN10,-0.580994509,9.61E-03
CACNA2D1,-0.580450938,0.000587124
CYP26B1,-0.580122992,0.015998929
AMIGO2,-0.579870564,0.011203257
DYNC2LI1,-0.579737206,2.50E-04
PCAT18,-0.579347031,0.003138338
DLX1,-0.579294282,4.04E-02
ENOSF1,-0.578925021,0.029967649
SLC35F4,-0.578788621,0.019198069
HACL1,-0.57874516,9.31E-08
PNPLA5,-0.578665582,0.015081383
MPL,-0.578469929,0.030973379
DNM3,-0.578335761,3.59E-05
NHSL2,-0.578284506,1.38E-02
MSC-AS1,-0.577747973,2.29E-02
SLIT2,-0.577623677,0.001908666
TRIM37,-0.577425385,0.000489802
SPON2,-0.577247866,0.031514875
OXGR1,-0.576867802,0.024949653
ZNF711,-0.575927536,5.51E-05
LRRC17,-0.575185127,6.31E-05
OSBPL8,-0.574954708,0.000162467
SERPINI1,-0.574755337,0.004106608
DYNLT3,-0.574702054,7.10E-04
HTR5A,-0.574625184,1.22E-02
CFAP69,-0.574589261,0.000254306
LRRC7,-0.574495613,2.92E-04
RTN1,-0.574359813,0.001838398
VAT1L,-0.573874135,9.19E-03
GUCY1B1,-0.573866869,1.86E-03
NAP1L2,-0.573424636,0.005699751
TOMM70,-0.573264542,1.09E-05
C1orf146,-0.573102105,0.007765561
LNP1,-0.572953704,5.58E-05
LINC00964,-0.572748665,0.024449963
MINAR1,-0.572717021,0.000228175
LUZP2,-0.572711651,0.000493585
DOP1B,-0.572596497,0.000818909
PSD3,-0.57215177,0.000190131
NEXMIF,-0.571782841,6.26E-03
H2BC15,-0.571645682,1.16E-02
KIF20B,-0.571625759,0.001265386
LANCL1,-0.571270155,0.000105633
UNC13A,-0.571081906,0.00914284
MOAP1,-0.570686911,3.12E-03
PTPRN2,-0.570565186,0.002046472
ST8SIA3,-0.569527641,0.006354009
PHOSPHO2,-0.569082278,0.001396159
KAZALD1,-0.569023356,0.001781522
LOC102724057,-0.568791294,0.017224595
ARMC2,-0.568588025,0.000131586
ADAM23,-0.568449338,0.002031524
AHI1,-0.568357585,6.11E-05
CHM,-0.568069848,7.71E-05
CLSTN2,-0.568033199,0.020920343
NPTX1,-0.567977775,0.016835973
ZSCAN1,-0.56787143,0.000699445
CCDC148,-0.567833906,0.00020085
DACH2,-0.567330429,0.026709481
MIGA1,-0.566985241,5.37E-05
MAP7D2,-0.566820783,0.015053643
TMSB4Y,-0.566787721,0.001103288
DEPDC1,-0.566436094,0.04913879
NRG4,-0.566347054,0.003328441
CAMK2D,-0.565905909,0.000373919
GLYATL1,-0.565569177,0.009872158
ICA1,-0.565253823,0.003000023
PCMT1,-0.565136797,0.000423218
RPS6KA6,-0.564728544,0.00195373
NEGR1,-0.564698349,0.002238042
SCRN3,-0.564417937,6.96E-08
PRKACB,-0.56407938,1.68E-05
ZFYVE16,-0.563605189,0.00107125
LRRC49,-0.563087715,5.71E-06
CCSER1,-0.562790741,0.002727505
PPP1R2,-0.562668076,1.15E-04
KCNQ3,-0.562525654,5.70E-03
RBFOX2,-0.56237717,3.21E-04
B3GALNT1,-0.56236936,0.002201741
REEP1,-0.561866339,0.003843753
SUSD5,-0.56172845,0.002261791
SHISAL1,-0.561623155,0.015815887
EPHA4,-0.561212187,0.016751237
TRABD2A,-0.561191244,0.016551749
ALG1L9P,-0.560985602,0.000205332
IGSF3,-0.560643628,0.01018188
C9orf72,-0.559702681,0.000174279
ARMH4,-0.559606788,0.00134854
AMN1,-0.559530271,3.05E-05
ZNF770,-0.559250298,0.008163069
TMEM17,-0.558695144,0.001174521
ZNF737,-0.558623834,0.000139598
GPRASP2,-0.558500998,1.80E-03
CADPS,-0.558464422,8.14E-03
STK26,-0.558254998,0.039518025
DCC,-0.558026716,0.000626858
MED12L,-0.557598457,0.002202479
ANKRD6,-0.557417708,0.001430288
SNCA,-0.55729527,1.05E-03
MAPK9,-0.557243774,7.48E-05
HLTF,-0.557215651,3.28E-06
PRR16,-0.556816072,0.00121563
CADPS2,-0.55660418,0.016343724
ZMAT4,-0.556544062,0.032173528
SLC4A8,-0.55636261,7.79E-06
SVEP1,-0.55622661,0.031978416
EID2B,-0.556213399,6.76E-05
PIP5K1B,-0.556070187,0.010411134
ANKRD34C,-0.555743462,0.021171461
MCTP1,-0.555652754,0.005130845
FGF14,-0.555326005,0.002965258
LINC00664,-0.554937579,0.027745079
PDP1,-0.554912344,0.005168691
DNAH6,-0.554774157,0.001874403
CCT6B,-0.554603477,0.009159049
MAP1B,-0.554572682,2.85E-04
NAF1,-0.554234533,5.80E-06
FADS6,-0.553795003,0.022132526
TMX4,-0.553490675,0.000174157
CSMD3,-0.55299137,0.002094774
GRM1,-0.552486989,1.74E-02
RAB9B,-0.552459549,0.00067632
INPP5F,-0.55220157,0.00095829
BTBD11,-0.552092634,0.006371748
SPATA7,-0.551929957,1.26E-05
KLHL42,-0.551750299,1.57E-06
PRPS2,-0.551684205,3.26E-05
SLC16A7,-0.551560732,7.03E-04
ZNF334,-0.551172525,6.14E-06
MFSD6,-0.550948411,4.65E-05
OPA1,-0.550655724,1.28E-06
GALNT13,-0.55063764,0.000143226
CNKSR2,-0.550418923,0.006745162
ESRRG,-0.550377078,0.003000023
DDHD2,-0.550372321,5.75E-07
SIDT1,-0.549879243,0.005857648
SUB1,-0.549591733,0.000754651
ZNF519,-0.549217364,7.80E-05
ATP6V1G2,-0.549174713,0.000839332
LRTM2,-0.548441313,0.028778402
C2orf80,-0.547812564,2.83E-02
TIMM8A,-0.547804317,1.46E-05
SCAMP1,-0.547721305,0.000237843
DCT,-0.54751597,3.26E-03
LINC00672,-0.547352553,5.22E-05
LINC02481,-0.546958583,0.04723657
STAT4,-0.546332352,2.89E-02
RASA1,-0.546307147,8.41E-06
SPDYE3,-0.546109855,0.000186411
CLTC,-0.545922174,2.48E-05
TMEM52B,-0.5458354,0.008558002
SYT13,-0.545720672,0.026124625
ATP6V1C1,-0.545703211,0.000600938
SYT12,-0.545479091,0.008986854
UBE2V2,-0.545450985,0.000301214
STPG2,-0.545306732,2.06E-02
UCHL5,-0.545255525,2.79E-05
PLAG1,-0.545246719,0.00030134
SLC8A3,-0.545228525,0.000631234
GVQW3,-0.545137632,4.63E-05
SRD5A1,-0.545020927,3.17E-05
CACNG2,-0.545013605,0.022157959
MLLT11,-0.544720208,0.004749474
TMEM67,-0.544541639,0.001981065
PAFAH1B1,-0.544224227,1.72E-05
ARPP19,-0.544209869,0.000206357
CNTNAP3,-0.543666199,0.004246782
TTC30A,-0.543611183,8.12E-05
MTMR9,-0.543606732,2.13E-06
ETV5,-0.543115331,0.000611149
ZNF136,-0.54289364,6.16E-06
CYP2A6,-0.542815033,0.016334141
GLRB,-0.542727175,0.010268318
GOLGA8M,-0.542407563,0.022059526
JAZF1,-0.542363519,1.09E-04
DHX36,-0.542211776,1.66E-05
OCA2,-0.542210724,0.021323363
ABCA5,-0.541895952,7.00E-05
NDUFA5,-0.541586682,0.000394801
EYA4,-0.541503225,0.01744996
KYAT3,-0.541502849,0.0002452
GPR22,-0.541477197,0.031615116
AP3M2,-0.54132821,0.000226706
MPPED2,-0.541167882,0.000688846
PAM,-0.541103722,1.57E-03
ADGRB3,-0.540968774,0.000307631
SCN1A,-0.539972711,1.36E-02
INA,-0.539914526,0.01638248
VEZT,-0.539827456,4.24E-06
MSH2,-0.539682061,1.33E-08
TACR1,-0.539558596,2.30E-02
LDB2,-0.539370818,0.012680377
NLK,-0.539302848,0.00080285
SLIT3,-0.539092835,0.013958122
GABARAPL1,-0.538961469,0.000895688
REPS2,-0.538814881,0.000152043
XYLB,-0.538566484,0.007710693
GPR135,-0.538291245,7.74E-05
IARS1,-0.538223081,1.63E-05
LONRF2,-0.538189397,0.00115177
FGF9,-0.537306262,1.96E-02
ALG11,-0.537268827,0.001396159
NRG1,-0.537070308,0.021949145
PNMA8A,-0.536870488,3.87E-03
RANBP17,-0.536855796,0.000899003
DUBR,-0.536792859,0.000223983
CCDC141,-0.536312514,0.036763777
GOLT1B,-0.536005718,5.92E-05
ERLEC1,-0.535899026,0.000123864
GCNT4,-0.535700848,3.09E-02
SC5D,-0.535452726,2.91E-05
SEC23A,-0.534436684,1.40E-04
EXOC6,-0.534187627,0.000184408
TOMM20,-0.533702456,5.69E-05
KALRN,-0.533143958,0.010602291
TENM2,-0.533138934,0.020510997
UST,-0.533108129,2.29E-04
SLC6A15,-0.532828433,1.40E-04
CNTN3,-0.532640653,0.006503998
CRACD,-0.532492672,0.031801226
GAS7,-0.532164762,1.17E-05
SDHAF4,-0.532008833,1.26E-05
RASAL2,-0.531998766,0.000263723
PLPPR5,-0.531852633,7.68E-03
GAP43,-0.531759061,0.011892929
MAGI1,-0.53122724,1.62E-05
PANX1,-0.530919538,0.000683993
R3HDM1,-0.530173693,0.001429772
CNTN4,-0.530127246,0.011499777
AFF2,-0.530116599,0.018945585
ACTR3B,-0.529808021,0.000854016
BTBD10,-0.529524254,0.000247201
TMEM232,-0.529395762,0.000891457
CD36,-0.528928195,0.017599097
RIMBP2,-0.528663306,0.016939043
EDRF1-DT,-0.52858391,8.81E-03
AKAP6,-0.528414857,1.67E-07
DNAJB14,-0.528359592,5.13E-04
HSPA13,-0.528123998,0.000939177
PPIP5K2,-0.527615535,5.28E-05
USP32,-0.527387237,0.00389305
BEST4,-0.526997474,0.011946557
LINC01250,-0.526680684,0.029125413
TXNDC9,-0.526008903,1.42E-04
GABRA5,-0.525784987,3.67E-02
LYRM9,-0.525743507,1.71E-03
GPR12,-0.525680317,0.005487436
PNMA2,-0.525666937,1.00E-02
CDS1,-0.525491825,0.008987414
ZNF85,-0.525303213,0.003348881
TTC33,-0.525148054,0.001835465
MAGI3,-0.525122812,8.35E-05
SOX1-OT,-0.525001697,0.013142178
NECAP1,-0.524939247,0.000371962
F7,-0.524544952,2.63E-02
GRK3,-0.524165806,0.000826467
ZNF493,-0.523995619,0.000464861
FGF5,-0.523752148,0.042878807
FHOD3,-0.52307713,0.007119401
TRIM36,-0.522856356,0.001957384
HPCAL4,-0.522749676,7.77E-03
FBXO11,-0.522544037,0.000760451
PFN2,-0.521949684,0.000442044
FLRT3,-0.521847011,0.009487494
SAMD5,-0.521343732,0.005573918
HPRT1,-0.521185904,0.007156024
GABRB3,-0.521009227,0.014344902
KCNB2,-0.520960642,0.044946162
ARMCX4,-0.520538696,8.87E-08
DOC2B,-0.520304651,0.014622685
PRMT6,-0.520271718,9.76E-07
GUCY1A2,-0.520203261,0.005687153
CYRIB,-0.519855332,1.90E-05
LARGE1,-0.519830852,0.002549333
NPTX2,-0.519707184,0.031678144
ERICH6B,-0.519506627,1.56E-02
PGAP1,-0.518862497,1.62E-03
CAPS2,-0.518619254,5.20E-05
GNG4,-0.518406135,0.001128294
LRPPRC,-0.517650322,4.72E-07
ELAVL4,-0.517116156,0.030059656
DGCR11,-0.517017678,0.015083073
TCTE1,-0.516713439,0.008449474
CEP83,-0.516378147,4.58E-06
PCDHA1,-0.51602177,0.000520862
RAD51AP1,-0.515896062,0.002540651
ENO4,-0.515546681,0.014702112
CBWD3,-0.51554356,0.00066569
DPP4,-0.515415336,0.015120373
LINC02798,-0.515357567,0.000784833
FYB2,-0.514776734,0.031372086
HAR1B,-0.514751426,0.016238469
GRM8,-0.51468301,0.008335188
L2HGDH,-0.514501292,1.67E-06
BRWD1,-0.514280445,2.91E-05
YWHAZ,-0.514209759,0.000185894
MAD2L1,-0.514116336,0.001324247
PRKAA2,-0.513906644,0.004382064
DCAF6,-0.513770179,0.002105818
WDR47,-0.513533876,1.03E-04
YEATS4,-0.513201737,0.000532615
NRCAM,-0.51312685,0.001632301
BEND6,-0.512950347,0.000649317
TMOD2,-0.512816382,0.000179647
ZNF155,-0.512798239,0.001304678
CYP3A7,-0.512781014,0.01774213
YWHAG,-0.512486159,0.001725688
TSNAX,-0.512274494,0.000406132
GPR68,-0.51210707,0.026706196
GLT1D1,-0.511382567,0.01918085
IPCEF1,-0.511274635,8.44E-03
ELAVL2,-0.511105532,0.031742282
UBR3,-0.511065154,9.19E-05
STAT1,-0.510819894,4.97E-05
FAM47E,-0.510622441,0.000205332
LINC01852,-0.510603136,0.006300742
NKIRAS1,-0.510588649,6.89E-04
BOLA2-SMG1P6,-0.510555908,7.02E-03
EPB41L3,-0.510424576,4.58E-06
PTCD2,-0.51039234,8.60E-06
LINC01359,-0.509244538,0.008748535
PXDNL,-0.508460593,0.003626607
DPP6,-0.508301882,0.002263108
HECW2,-0.507704252,8.20E-06
TMEM169,-0.507694165,3.31E-04
CCKBR,-0.507548706,3.28E-02
FBXL2,-0.507521718,0.003407474
GCC2,-0.507467952,3.93E-04
TMX3,-0.506984698,3.96E-05
LINC01616,-0.506873346,3.50E-02
EDDM13,-0.506644945,0.04545776
ZNF365,-0.506632483,0.00038845
MAP3K9,-0.506393565,1.25E-02
BRMS1L,-0.506242688,0.00024323
OLA1,-0.50606992,0.000124626
LINC00461,-0.50595889,3.80E-06
C2CD5,-0.505489295,9.52E-05
RGPD8,-0.50545527,1.68E-02
LTN1,-0.505424987,7.30E-05
DNM1L,-0.505403764,6.86E-06
LOC101927237,-0.505079387,0.009423763
MRPS30,-0.504955114,1.38E-05
B3GALT2,-0.504804832,0.016827233
SCN11A,-0.504635707,0.004511832
ABI2,-0.504370552,1.20E-05
VPS50,-0.504219026,2.11E-05
PRELID2,-0.504013331,2.03E-02
ALDH1A1,-0.503547411,0.002151252
ZNF337,-0.503035438,0.01480675
RAB11FIP2,-0.502934352,1.40E-04
CHIC1,-0.502778246,0.000206772
ZNF681,-0.502777724,0.000453289
ADD2,-0.502758042,0.014127549
TRMT11,-0.50250596,2.31E-05
CITED2,-0.502243522,1.62E-02
TRAM1L1,-0.501937475,0.001432346
KCTD8,-0.501891519,0.001072131
HUNK,-0.501662793,0.027748334
TPBGL,-0.501545056,0.037825968
PREPL,-0.501352687,0.000196083
GCNT1,-0.501351535,2.40E-03
PRKAR1A,-0.501344754,4.78E-05
SLC27A2,-0.50109589,0.034611788
ATR,-0.50106379,2.99E-08
YWHAB,-0.501025431,0.000421382
GALNT17,-0.501003491,0.023639766
CPLANE1,-0.500816917,4.56E-06
SYP,-0.500388887,0.020107949
LRRC2,-0.500319565,0.036534648
PAQR9,-0.500273687,0.033723609
UHRF1BP1L,-0.500129711,4.20E-05
NCEH1,-0.49984834,0.015537596
FAM81A,-0.499707426,0.027344751
ZNF418,-0.499478873,7.25E-06
DIRAS1,-0.499466365,0.022292965
CARF,-0.499231565,0.000661987
SNAP91,-0.499038613,0.01061958
TAF4B,-0.4988538,0.000260992
TCEAL7,-0.498811762,0.00065697
NALCN,-0.498784574,6.61E-06
GPD1,-0.498625507,0.024896541
CDKN3,-0.498552279,0.003775536
SLC25A46,-0.49849582,0.000235504
DNAJC10,-0.497399061,4.70E-06
SMIM10L2B,-0.497314533,0.014272983
MPP7,-0.497139668,0.016226412
ALDH1A3,-0.496935238,0.000206279
IDH3A,-0.496909908,2.92E-03
CMSS1,-0.496764666,1.78E-05
INPP4A,-0.496578623,0.001213478
CCDC89,-0.496573805,0.031131762
ZRANB3,-0.496523757,1.53E-05
HTR7,-0.496429576,3.47E-02
PCDH19,-0.496280142,4.40E-02
LIG4,-0.496034426,8.72E-05
PLK2,-0.495868454,0.021026622
TECTA,-0.495509894,6.03E-06
ARHGEF9,-0.495072798,0.002252989
LOC101927468,-0.494800338,0.019963886
LINC00654,-0.494488737,0.014766248
ATP6V1B2,-0.494412904,0.001596659
CFAP20DC,-0.494186862,0.012078627
TBRG1,-0.493912189,0.000511737
CACNA1G,-0.49380978,0.047072205
FRAS1,-0.493700237,0.021244779
PGAM1,-0.49367465,0.000872249
GOT1,-0.493540243,0.003902968
ARL6,-0.493429223,0.000345437
TBC1D32,-0.492704267,0.000632863
MTR,-0.492553277,6.06E-06
GALNT11,-0.49245664,5.28E-05
AKT3,-0.492421024,6.25E-05
FILIP1,-0.492203774,0.011222665
TRIM9,-0.4919931,3.85E-05
PLEKHB2,-0.491810686,4.68E-06
SLC35B4,-0.491688987,7.18E-06
LNPK,-0.491571547,6.61E-06
TC2N,-0.490957644,3.62E-02
CENPF,-0.490945591,0.03592272
NRIP1,-0.490845674,3.75E-04
GSK3B,-0.490831755,2.89E-05
GUCY1A1,-0.490780262,0.002683111
FLRT1,-0.490542642,0.003892808
FAM234B,-0.490056894,0.00211578
IRAK1BP1,-0.489855858,0.000246559
MFSD4A,-0.489794313,0.005509564
RIMKLA,-0.489733361,0.008053339
LMBRD2,-0.489520194,0.001395681
COL10A1,-0.489066316,2.33E-02
ZNF891,-0.488588633,0.003790787
CCDC171,-0.488437929,0.000150916
FAM71F1,-0.488292336,0.039927258
RAD51AP2,-0.488251534,0.019995621
MINDY3,-0.488195884,6.52E-06
CIRBP,-0.488180125,0.002020504
ZNF597,-0.487901885,6.24E-06
ODF2L,-0.487848864,0.00013685
ZYG11B,-0.48777688,9.17E-05
DLEU7,-0.487296574,0.003963186
MYEF2,-0.487118526,5.03E-06
FBXW7,-0.487064476,0.00426027
SMIM10L2A,-0.486851619,0.003226699
DYNC1LI1,-0.48673133,7.15E-05
GNB4,-0.48672074,0.019981254
NFAT5,-0.486611067,0.012069502
MCM4,-0.486340899,5.13E-05
GK5,-0.486243977,0.003425677
VWC2L,-0.486092239,0.022003801
SPA17,-0.485949209,0.002528881
VAX1,-0.485764774,0.043944373
TRDMT1,-0.485679614,0.000618059
NUTM2D,-0.485607082,0.011308894
MAN1A1,-0.485086225,0.031131762
EFNB3,-0.485018527,3.55E-02
ZNF385B,-0.485009265,0.01856105
RRH,-0.48494937,0.008572565
ACTR10,-0.484539006,1.76E-04
TRIM23,-0.484483806,0.000305904
HOOK1,-0.484470887,0.018749983
PLAGL1,-0.483676537,0.003790787
NLGN1,-0.483525764,1.76E-05
TMEM132B,-0.483489693,0.002392833
DNAH9,-0.48329255,0.014697648
PCSK2,-0.482704091,0.030067494
PDE1A,-0.482508672,6.77E-04
N4BP3,-0.48231496,0.024026819
MMD,-0.482264186,0.001864278
EIF4E3,-0.481986,2.66E-05
TBC1D30,-0.481917594,4.66E-03
TCIM,-0.481899982,0.033483931
NDUFS1,-0.481892291,1.45E-06
KCNF1,-0.481850349,0.022815094
EIF5A2,-0.481362586,3.60E-03
KIFAP3,-0.481197347,7.26E-04
TAB3,-0.481189215,4.52E-06
STRBP,-0.481171281,0.000254537
NR2C2,-0.481122639,0.000179547
ATAD1,-0.481024399,3.96E-05
HMGCR,-0.480832735,5.94E-04
CSMD1,-0.480772883,0.004262846
MYH10,-0.480592933,0.003480874
DCK,-0.480496293,0.000390929
LOC105377590,-0.480468575,0.004943813
ATP1A1,-0.480163446,0.004270934
GPR155,-0.480082869,0.000675467
FAM126B,-0.480016831,0.001550505
C1D,-0.479597345,1.20E-02
NUP93,-0.479532984,4.88E-05
SLC25A32,-0.479294519,4.28E-05
ALKBH8,-0.47889839,5.53E-06
OIP5-AS1,-0.478852927,1.26E-04
ATP6AP2,-0.478850682,0.000611434
DSCC1,-0.47873353,0.002895457
CFAP221,-0.478597389,4.68E-03
SYNE1,-0.478409746,0.000638575
NUDT21,-0.478347672,5.65E-05
SLITRK3,-0.4782094,0.004079825
ZNF33B,-0.47817423,5.99E-04
RIT2,-0.478141556,0.025373018
CMPK2,-0.477898216,4.45E-03
PPM1H,-0.47782943,8.50E-06
TRPC6,-0.477678764,0.016851711
CACNA1E,-0.477582258,0.01208955
LRRC4C,-0.477363287,0.001081221
OSBPL10,-0.477331776,0.014424503
